FID,X,Y,District,Country,Species
852,36.18987222,7.666238889,Gera,Ethiopia,Coffeearabica
853,36.19399444,7.682030556,Gera,Ethiopia,Coffeearabica
854,36.18786111,7.697733333,Gera,Ethiopia,Coffeearabica
855,36.16969722,7.683877778,Gera,Ethiopia,Coffeearabica
856,36.17349167,7.703341667,Gera,Ethiopia,Coffeearabica
857,36.16826944,7.667508333,Gera,Ethiopia,Coffeearabica
858,36.28666667,7.724775,Gera,Ethiopia,Coffeearabica
859,36.18811667,7.595902778,Gera,Ethiopia,Coffeearabica
860,36.44505278,7.70655,Gera,Ethiopia,Coffeearabica
861,36.45541944,7.747952778,Gera,Ethiopia,Coffeearabica
862,36.6668061,7.9504749,Goma,Ethiopia,Coffeearabica
863,36.6672207,7.9485384,Goma,Ethiopia,Coffeearabica
864,36.6657178,7.9485436,Goma,Ethiopia,Coffeearabica
865,36.6626993,7.9516434,Goma,Ethiopia,Coffeearabica
866,36.6623093,7.9530182,Goma,Ethiopia,Coffeearabica
867,36.6617233,7.9542145,Goma,Ethiopia,Coffeearabica
868,36.6598363,7.956564,Goma,Ethiopia,Coffeearabica
869,36.6575637,7.9579745,Goma,Ethiopia,Coffeearabica
870,36.6558144,7.9571147,Goma,Ethiopia,Coffeearabica
871,36.6537159,7.9586374,Goma,Ethiopia,Coffeearabica
872,36.6529471,7.9595075,Goma,Ethiopia,Coffeearabica
873,36.6524058,7.9612144,Goma,Ethiopia,Coffeearabica
874,36.6520807,7.9625884,Goma,Ethiopia,Coffeearabica
875,36.6506397,7.9634457,Goma,Ethiopia,Coffeearabica
876,36.6521953,7.9641102,Goma,Ethiopia,Coffeearabica
877,36.653542,7.9640543,Goma,Ethiopia,Coffeearabica
878,36.65398,7.9625683,Goma,Ethiopia,Coffeearabica
879,36.6546369,7.961397,Goma,Ethiopia,Coffeearabica
880,36.654045,7.958899,Goma,Ethiopia,Coffeearabica
881,36.6646676,7.9481568,Goma,Ethiopia,Coffeearabica
882,36.6643891,7.946443,Goma,Ethiopia,Coffeearabica
883,36.6629927,7.9445699,Goma,Ethiopia,Coffeearabica
884,36.6638743,7.9431968,Goma,Ethiopia,Coffeearabica
885,36.6649839,7.9447028,Goma,Ethiopia,Coffeearabica
886,36.6662639,7.9425156,Goma,Ethiopia,Coffeearabica
887,36.6655691,7.9402462,Goma,Ethiopia,Coffeearabica
888,36.666878,7.9448381,Goma,Ethiopia,Coffeearabica
889,36.6679219,7.946251,Goma,Ethiopia,Coffeearabica
890,36.7021887,7.934006,Goma,Ethiopia,Coffeearabica
891,36.7016559,7.9311394,Goma,Ethiopia,Coffeearabica
892,36.7008139,7.9278361,Goma,Ethiopia,Coffeearabica
893,36.6997114,7.9255578,Goma,Ethiopia,Coffeearabica
894,36.7016528,7.9248713,Goma,Ethiopia,Coffeearabica
895,36.7033991,7.9232566,Goma,Ethiopia,Coffeearabica
896,36.7048317,7.925373,Goma,Ethiopia,Coffeearabica
897,36.7067885,7.925985,Goma,Ethiopia,Coffeearabica
898,36.708164,7.9247767,Goma,Ethiopia,Coffeearabica
899,36.709841,7.9264854,Goma,Ethiopia,Coffeearabica
900,36.7129736,7.9250156,Goma,Ethiopia,Coffeearabica
901,36.7144263,7.9261659,Goma,Ethiopia,Coffeearabica
902,36.7164271,7.9274895,Goma,Ethiopia,Coffeearabica
903,36.7167728,7.928445,Goma,Ethiopia,Coffeearabica
904,36.7174715,7.9316393,Goma,Ethiopia,Coffeearabica
905,36.718957,7.93187,Goma,Ethiopia,Coffeearabica
906,36.7152908,7.9378314,Goma,Ethiopia,Coffeearabica
907,36.7118089,7.9345499,Goma,Ethiopia,Coffeearabica
908,36.7085697,7.9363812,Goma,Ethiopia,Coffeearabica
909,36.7070031,7.9372687,Goma,Ethiopia,Coffeearabica
910,36.7057432,7.9366914,Goma,Ethiopia,Coffeearabica
911,36.706169,7.9345221,Goma,Ethiopia,Coffeearabica
912,36.7050683,7.9329869,Goma,Ethiopia,Coffeearabica
913,36.7042956,7.9304598,Goma,Ethiopia,Coffeearabica
914,36.7033934,7.9334821,Goma,Ethiopia,Coffeearabica
915,36.6964658,7.9164597,Goma,Ethiopia,Coffeearabica
916,36.6970302,7.9189653,Goma,Ethiopia,Coffeearabica
917,36.6980394,7.9227368,Goma,Ethiopia,Coffeearabica
918,36.6984835,7.924457,Goma,Ethiopia,Coffeearabica
919,36.698114,7.928633,Goma,Ethiopia,Coffeearabica
920,36.6661429,7.9519337,Goma,Ethiopia,Coffeearabica
921,36.6655883,7.9540149,Goma,Ethiopia,Coffeearabica
922,36.6667771,7.9572233,Goma,Ethiopia,Coffeearabica
923,36.6661174,7.9610644,Goma,Ethiopia,Coffeearabica
924,36.6648081,7.9626602,Goma,Ethiopia,Coffeearabica
925,36.6625833,7.9655233,Goma,Ethiopia,Coffeearabica
926,36.6622178,7.9701944,Goma,Ethiopia,Coffeearabica
927,36.666036,7.9704754,Goma,Ethiopia,Coffeearabica
928,36.6701492,7.9685354,Goma,Ethiopia,Coffeearabica
929,36.6729078,7.9675284,Goma,Ethiopia,Coffeearabica
930,36.6860491,7.9759983,Goma,Ethiopia,Coffeearabica
931,36.6801992,7.9711595,Goma,Ethiopia,Coffeearabica
932,36.6768322,7.9692213,Goma,Ethiopia,Coffeearabica
933,36.6730904,7.9643221,Goma,Ethiopia,Coffeearabica
934,36.6743287,7.9564046,Goma,Ethiopia,Coffeearabica
935,36.6713147,7.9545149,Goma,Ethiopia,Coffeearabica
936,36.6810981,7.916775,Goma,Ethiopia,Coffeearabica
937,36.6791616,7.9219334,Goma,Ethiopia,Coffeearabica
938,36.6776152,7.9265713,Goma,Ethiopia,Coffeearabica
939,36.6752591,7.9314191,Goma,Ethiopia,Coffeearabica
940,36.6741596,7.9380587,Goma,Ethiopia,Coffeearabica
941,36.6706887,7.9441466,Goma,Ethiopia,Coffeearabica
942,36.6692014,7.9483252,Goma,Ethiopia,Coffeearabica
943,36.6694898,7.9516261,Goma,Ethiopia,Coffeearabica
944,36.6669468,7.9499823,Goma,Ethiopia,Coffeearabica
945,36.7007534,7.9325911,Goma,Ethiopia,Coffeearabica
946,36.6988513,7.9334528,Goma,Ethiopia,Coffeearabica
947,36.6988408,7.9361389,Goma,Ethiopia,Coffeearabica
948,36.6980099,7.9376196,Goma,Ethiopia,Coffeearabica
949,36.696675,7.9381073,Goma,Ethiopia,Coffeearabica
950,36.6950068,7.9396916,Goma,Ethiopia,Coffeearabica
951,36.6952269,7.9406703,Goma,Ethiopia,Coffeearabica
952,36.6945905,7.9417298,Goma,Ethiopia,Coffeearabica
953,36.6940362,7.9423952,Goma,Ethiopia,Coffeearabica
954,36.6934871,7.9438822,Goma,Ethiopia,Coffeearabica
955,36.6921086,7.9446478,Goma,Ethiopia,Coffeearabica
956,36.6924275,7.9464807,Goma,Ethiopia,Coffeearabica
957,36.693654,7.9466728,Goma,Ethiopia,Coffeearabica
958,36.6957017,7.9470105,Goma,Ethiopia,Coffeearabica
959,36.6964656,7.9477589,Goma,Ethiopia,Coffeearabica
960,36.6998666,7.9476723,Goma,Ethiopia,Coffeearabica
961,36.7029974,7.9474945,Goma,Ethiopia,Coffeearabica
962,36.7063359,7.9453323,Goma,Ethiopia,Coffeearabica
963,36.7080537,7.9443084,Goma,Ethiopia,Coffeearabica
964,36.7096317,7.9426617,Goma,Ethiopia,Coffeearabica
965,36.6919638,7.9636663,Goma,Ethiopia,Coffeearabica
966,36.6940874,7.9595801,Goma,Ethiopia,Coffeearabica
967,36.6981171,7.9563435,Goma,Ethiopia,Coffeearabica
968,36.702123,7.9552703,Goma,Ethiopia,Coffeearabica
969,36.7056318,7.9539279,Goma,Ethiopia,Coffeearabica
970,36.7072586,7.9489796,Goma,Ethiopia,Coffeearabica
971,36.709089,7.94241,Goma,Ethiopia,Coffeearabica
972,36.5247867,7.8179567,Goma,Ethiopia,Coffeearabica
973,36.5253666,7.8163267,Goma,Ethiopia,Coffeearabica
974,36.5266796,7.8174167,Goma,Ethiopia,Coffeearabica
975,36.528138,7.8177637,Goma,Ethiopia,Coffeearabica
976,36.5308404,7.8174633,Goma,Ethiopia,Coffeearabica
977,36.5328222,7.8185313,Goma,Ethiopia,Coffeearabica
978,36.5348444,7.8185364,Goma,Ethiopia,Coffeearabica
979,36.5383702,7.8189476,Goma,Ethiopia,Coffeearabica
980,36.5421605,7.8210579,Goma,Ethiopia,Coffeearabica
981,36.5448708,7.8232896,Goma,Ethiopia,Coffeearabica
982,36.5450378,7.8249158,Goma,Ethiopia,Coffeearabica
983,36.5447342,7.8267064,Goma,Ethiopia,Coffeearabica
984,36.5459657,7.8313607,Goma,Ethiopia,Coffeearabica
985,36.5457747,7.8338813,Goma,Ethiopia,Coffeearabica
986,36.5466221,7.8354144,Goma,Ethiopia,Coffeearabica
987,36.5500114,7.8368569,Goma,Ethiopia,Coffeearabica
988,36.5502301,7.8381443,Goma,Ethiopia,Coffeearabica
989,36.5501414,7.8397487,Goma,Ethiopia,Coffeearabica
990,36.5485755,7.8398329,Goma,Ethiopia,Coffeearabica
991,36.5462289,7.839474,Goma,Ethiopia,Coffeearabica
992,36.555442,7.8383815,Goma,Ethiopia,Coffeearabica
993,36.5591383,7.841945,Goma,Ethiopia,Coffeearabica
994,36.5669652,7.8501479,Goma,Ethiopia,Coffeearabica
995,36.5713248,7.8578744,Goma,Ethiopia,Coffeearabica
996,36.5761475,7.8605293,Goma,Ethiopia,Coffeearabica
997,36.5451441,7.8397088,Goma,Ethiopia,Coffeearabica
998,36.5500625,7.8397018,Goma,Ethiopia,Coffeearabica
999,36.5548666,7.8384636,Goma,Ethiopia,Coffeearabica
1000,36.5618238,7.8424849,Goma,Ethiopia,Coffeearabica
1001,36.5675092,7.8503998,Goma,Ethiopia,Coffeearabica
1002,36.5728573,7.8542203,Goma,Ethiopia,Coffeearabica
1003,36.5700247,7.8586955,Goma,Ethiopia,Coffeearabica
1004,36.5618906,7.8391205,Goma,Ethiopia,Coffeearabica
1005,36.5609568,7.8368005,Goma,Ethiopia,Coffeearabica
1006,36.5597875,7.8309419,Goma,Ethiopia,Coffeearabica
1007,36.5597187,7.8229046,Goma,Ethiopia,Coffeearabica
1008,36.5575617,7.8288116,Goma,Ethiopia,Coffeearabica
1009,36.5553912,7.8270774,Goma,Ethiopia,Coffeearabica
1010,36.552778,7.8286763,Goma,Ethiopia,Coffeearabica
1011,36.5509834,7.8262203,Goma,Ethiopia,Coffeearabica
1012,36.5494323,7.825594,Goma,Ethiopia,Coffeearabica
1013,36.5480507,7.8286691,Goma,Ethiopia,Coffeearabica
1014,36.5455576,7.8302141,Goma,Ethiopia,Coffeearabica
1015,36.5459041,7.83245,Goma,Ethiopia,Coffeearabica
1016,36.5449943,7.8342466,Goma,Ethiopia,Coffeearabica
1017,36.5458078,7.8357833,Goma,Ethiopia,Coffeearabica
1018,36.5474253,7.8349661,Goma,Ethiopia,Coffeearabica
1019,36.5491018,7.8354819,Goma,Ethiopia,Coffeearabica
1020,36.5504065,7.8381061,Goma,Ethiopia,Coffeearabica
1021,36.5483438,7.8392888,Goma,Ethiopia,Coffeearabica
1022,36.5417799,7.8395443,Goma,Ethiopia,Coffeearabica
1023,36.5396643,7.8416586,Goma,Ethiopia,Coffeearabica
1024,36.5382145,7.8381556,Goma,Ethiopia,Coffeearabica
1025,36.5185787,7.8591923,Goma,Ethiopia,Coffeearabica
1026,36.5170465,7.856883,Goma,Ethiopia,Coffeearabica
1027,36.5147337,7.8559703,Goma,Ethiopia,Coffeearabica
1028,36.5120306,7.855254,Goma,Ethiopia,Coffeearabica
1029,36.5103106,7.8538267,Goma,Ethiopia,Coffeearabica
1030,36.5114796,7.85224,Goma,Ethiopia,Coffeearabica
1031,36.5123976,7.8507006,Goma,Ethiopia,Coffeearabica
1032,36.5145334,7.8499558,Goma,Ethiopia,Coffeearabica
1033,36.5153125,7.8515997,Goma,Ethiopia,Coffeearabica
1034,36.5152653,7.8533097,Goma,Ethiopia,Coffeearabica
1035,36.513638,7.8536897,Goma,Ethiopia,Coffeearabica
1036,36.5129059,7.8542904,Goma,Ethiopia,Coffeearabica
1037,36.5147694,7.8551446,Goma,Ethiopia,Coffeearabica
1038,36.5183865,7.8568699,Goma,Ethiopia,Coffeearabica
1039,36.5193437,7.8566965,Goma,Ethiopia,Coffeearabica
1040,36.5224059,7.8567659,Goma,Ethiopia,Coffeearabica
1041,36.5230598,7.853879,Goma,Ethiopia,Coffeearabica
1042,36.5233114,7.8552294,Goma,Ethiopia,Coffeearabica
1043,36.5213068,7.8585235,Goma,Ethiopia,Coffeearabica
1044,36.519923,7.8608301,Goma,Ethiopia,Coffeearabica
1045,36.5229043,7.8630357,Goma,Ethiopia,Coffeearabica
1046,36.5269457,7.8661554,Goma,Ethiopia,Coffeearabica
1047,36.5295021,7.8683748,Goma,Ethiopia,Coffeearabica
1048,36.5255841,7.8724261,Goma,Ethiopia,Coffeearabica
1049,36.5378356,7.8704433,Goma,Ethiopia,Coffeearabica
1050,36.5441706,7.8748463,Goma,Ethiopia,Coffeearabica
1051,36.5480966,7.8749167,Goma,Ethiopia,Coffeearabica
1052,36.5473967,7.875063,Goma,Ethiopia,Coffeearabica
1053,36.550799,7.8764119,Goma,Ethiopia,Coffeearabica
1054,36.5543352,7.8779874,Goma,Ethiopia,Coffeearabica
1055,36.5587851,7.8844143,Goma,Ethiopia,Coffeearabica
1056,36.5586113,7.8906631,Goma,Ethiopia,Coffeearabica
1057,36.5570539,7.8989545,Goma,Ethiopia,Coffeearabica
1058,36.5594856,7.8917784,Goma,Ethiopia,Coffeearabica
1059,36.5624796,7.8924311,Goma,Ethiopia,Coffeearabica
1060,36.5648715,7.8922871,Goma,Ethiopia,Coffeearabica
1061,36.5662208,7.8903483,Goma,Ethiopia,Coffeearabica
1062,36.5696764,7.8914286,Goma,Ethiopia,Coffeearabica
1063,36.5729564,7.8919547,Goma,Ethiopia,Coffeearabica
1064,36.5710788,7.8889495,Goma,Ethiopia,Coffeearabica
1065,36.5684071,7.8894352,Goma,Ethiopia,Coffeearabica
1066,36.5659628,7.8884716,Goma,Ethiopia,Coffeearabica
1067,36.5634835,7.8872231,Goma,Ethiopia,Coffeearabica
1068,36.5615605,7.8878813,Goma,Ethiopia,Coffeearabica
1069,36.5597244,7.8873035,Goma,Ethiopia,Coffeearabica
1070,36.5574305,7.8878894,Goma,Ethiopia,Coffeearabica
1071,36.5531277,7.8869824,Goma,Ethiopia,Coffeearabica
1072,36.5501476,7.8877057,Goma,Ethiopia,Coffeearabica
1073,36.5483457,7.8853827,Goma,Ethiopia,Coffeearabica
1074,36.5491428,7.883064,Goma,Ethiopia,Coffeearabica
1075,36.5477272,7.8826754,Goma,Ethiopia,Coffeearabica
1076,36.5478057,7.8808869,Goma,Ethiopia,Coffeearabica
1077,36.5458595,7.8796809,Goma,Ethiopia,Coffeearabica
1078,36.544241,7.8771894,Goma,Ethiopia,Coffeearabica
1079,36.5462849,7.8764382,Goma,Ethiopia,Coffeearabica
1080,36.5755633,7.8633367,Goma,Ethiopia,Coffeearabica
1081,36.5061986,7.7642177,Goma,Ethiopia,Coffeearabica
1082,36.5026054,7.7646183,Goma,Ethiopia,Coffeearabica
1083,36.4987404,7.7671501,Goma,Ethiopia,Coffeearabica
1084,36.4972208,7.7734549,Goma,Ethiopia,Coffeearabica
1085,36.4996807,7.781065,Goma,Ethiopia,Coffeearabica
1086,36.4995985,7.7859129,Goma,Ethiopia,Coffeearabica
1087,36.4962301,7.7659484,Goma,Ethiopia,Coffeearabica
1088,36.4937647,7.7660509,Goma,Ethiopia,Coffeearabica
1089,36.4932537,7.7723088,Goma,Ethiopia,Coffeearabica
1090,36.4938468,7.7746563,Goma,Ethiopia,Coffeearabica
1091,36.4939154,7.7769858,Goma,Ethiopia,Coffeearabica
1092,36.4921587,7.7768218,Goma,Ethiopia,Coffeearabica
1093,36.4918254,7.7741141,Goma,Ethiopia,Coffeearabica
1094,36.4939476,7.7622991,Goma,Ethiopia,Coffeearabica
1095,36.4914973,7.7610677,Goma,Ethiopia,Coffeearabica
1096,36.4899461,7.760057,Goma,Ethiopia,Coffeearabica
1097,36.4865183,7.7590583,Goma,Ethiopia,Coffeearabica
1098,36.4878403,7.7575504,Goma,Ethiopia,Coffeearabica
1099,36.4892851,7.7569953,Goma,Ethiopia,Coffeearabica
1100,36.490035,7.7589628,Goma,Ethiopia,Coffeearabica
1101,36.4928389,7.759968,Goma,Ethiopia,Coffeearabica
1102,36.4942637,7.7610776,Goma,Ethiopia,Coffeearabica
1103,36.4983024,7.7623197,Goma,Ethiopia,Coffeearabica
1104,36.4976167,7.7641234,Goma,Ethiopia,Coffeearabica
1105,36.4952353,7.7632207,Goma,Ethiopia,Coffeearabica
1106,36.5025234,7.7685715,Goma,Ethiopia,Coffeearabica
1107,36.5044187,7.7718602,Goma,Ethiopia,Coffeearabica
1108,36.5045722,7.7693427,Goma,Ethiopia,Coffeearabica
1109,36.4997376,7.7908008,Goma,Ethiopia,Coffeearabica
1110,36.5611752,7.7110211,Goma,Ethiopia,Coffeearabica
1111,36.5598044,7.7141997,Goma,Ethiopia,Coffeearabica
1112,36.5574729,7.7222504,Goma,Ethiopia,Coffeearabica
1113,36.5557735,7.7202561,Goma,Ethiopia,Coffeearabica
1114,36.5500668,7.7228966,Goma,Ethiopia,Coffeearabica
1115,36.5513282,7.7230408,Goma,Ethiopia,Coffeearabica
1116,36.5500248,7.7268299,Goma,Ethiopia,Coffeearabica
1117,36.5454805,7.7328443,Goma,Ethiopia,Coffeearabica
1118,36.5479657,7.7314695,Goma,Ethiopia,Coffeearabica
1119,36.5469791,7.7359849,Goma,Ethiopia,Coffeearabica
1120,36.5432924,7.7390634,Goma,Ethiopia,Coffeearabica
1121,36.5403787,7.7445232,Goma,Ethiopia,Coffeearabica
1122,36.5374934,7.7463923,Goma,Ethiopia,Coffeearabica
1123,36.5339831,7.7485657,Goma,Ethiopia,Coffeearabica
1124,36.5310681,7.7474934,Goma,Ethiopia,Coffeearabica
1125,36.5281875,7.7479209,Goma,Ethiopia,Coffeearabica
1126,36.531361,7.7493291,Goma,Ethiopia,Coffeearabica
1127,36.5279769,7.7515947,Goma,Ethiopia,Coffeearabica
1128,36.5241594,7.7511948,Goma,Ethiopia,Coffeearabica
1129,36.5245504,7.7521176,Goma,Ethiopia,Coffeearabica
1130,36.5220599,7.7541492,Goma,Ethiopia,Coffeearabica
1131,36.5175416,7.7557683,Goma,Ethiopia,Coffeearabica
1132,36.5110597,7.7603678,Goma,Ethiopia,Coffeearabica
1133,36.5120555,7.7692736,Goma,Ethiopia,Coffeearabica
1134,36.5097593,7.7642991,Goma,Ethiopia,Coffeearabica
1135,36.5066436,7.7633282,Goma,Ethiopia,Coffeearabica
1136,36.4821949,7.7037636,Goma,Ethiopia,Coffeearabica
1137,36.5018977,7.688638,Goma,Ethiopia,Coffeearabica
1138,36.5043056,7.6857489,Goma,Ethiopia,Coffeearabica
1139,36.5061032,7.6831005,Goma,Ethiopia,Coffeearabica
1140,36.4833873,7.7043796,Goma,Ethiopia,Coffeearabica
1141,36.4847515,7.7056632,Goma,Ethiopia,Coffeearabica
1142,36.507505,7.6789035,Goma,Ethiopia,Coffeearabica
1143,36.485382,7.7059947,Goma,Ethiopia,Coffeearabica
1144,36.5055325,7.6756116,Goma,Ethiopia,Coffeearabica
1145,36.4864029,7.706217,Goma,Ethiopia,Coffeearabica
1146,36.5011472,7.6729168,Goma,Ethiopia,Coffeearabica
1147,36.4856763,7.7038712,Goma,Ethiopia,Coffeearabica
1148,36.5002297,7.6738974,Goma,Ethiopia,Coffeearabica
1149,36.4850273,7.7023382,Goma,Ethiopia,Coffeearabica
1150,36.4973869,7.6690692,Goma,Ethiopia,Coffeearabica
1151,36.4836628,7.6996355,Goma,Ethiopia,Coffeearabica
1152,36.4962785,7.6680983,Goma,Ethiopia,Coffeearabica
1153,36.4854817,7.6999029,Goma,Ethiopia,Coffeearabica
1154,36.5087817,7.682721,Goma,Ethiopia,Coffeearabica
1155,36.4866863,7.7005174,Goma,Ethiopia,Coffeearabica
1156,36.5098748,7.6855922,Goma,Ethiopia,Coffeearabica
1157,36.4977634,7.6964232,Goma,Ethiopia,Coffeearabica
1158,36.4877767,7.7011949,Goma,Ethiopia,Coffeearabica
1159,36.499113,7.6997559,Goma,Ethiopia,Coffeearabica
1160,36.4878439,7.6989968,Goma,Ethiopia,Coffeearabica
1161,36.5027173,7.6971759,Goma,Ethiopia,Coffeearabica
1162,36.4885526,7.7013163,Goma,Ethiopia,Coffeearabica
1163,36.5023735,7.7015507,Goma,Ethiopia,Coffeearabica
1164,36.5016213,7.7048804,Goma,Ethiopia,Coffeearabica
1165,36.4889934,7.7032374,Goma,Ethiopia,Coffeearabica
1166,36.5040977,7.7039798,Goma,Ethiopia,Coffeearabica
1167,36.5076241,7.7034712,Goma,Ethiopia,Coffeearabica
1168,36.4888607,7.704959,Goma,Ethiopia,Coffeearabica
1169,36.5106707,7.7014873,Goma,Ethiopia,Coffeearabica
1170,36.5129392,7.6977225,Goma,Ethiopia,Coffeearabica
1171,36.5182767,7.69534,Goma,Ethiopia,Coffeearabica
1172,36.5061225,7.706241,Goma,Ethiopia,Coffeearabica
1173,36.4942465,7.6976451,Goma,Ethiopia,Coffeearabica
1174,36.4871095,7.7067554,Goma,Ethiopia,Coffeearabica
1175,36.4933301,7.7002654,Goma,Ethiopia,Coffeearabica
1176,36.4903814,7.7019622,Goma,Ethiopia,Coffeearabica
1177,36.4910882,7.7058141,Goma,Ethiopia,Coffeearabica
1178,36.4893672,7.707643,Goma,Ethiopia,Coffeearabica
1179,36.4847069,7.7071306,Goma,Ethiopia,Coffeearabica
1180,36.4826696,7.7049977,Goma,Ethiopia,Coffeearabica
1181,36.4836541,7.6984205,Goma,Ethiopia,Coffeearabica
1182,36.4858741,7.6959768,Goma,Ethiopia,Coffeearabica
1183,36.4896297,7.6955169,Goma,Ethiopia,Coffeearabica
1184,36.4922606,7.6952727,Goma,Ethiopia,Coffeearabica
1185,36.4951212,7.6939219,Goma,Ethiopia,Coffeearabica
1186,36.4983527,7.6912567,Goma,Ethiopia,Coffeearabica
1187,36.5255857,7.8172818,Goma,Ethiopia,Coffeearabica
1188,36.5227596,7.8737,Goma,Ethiopia,Coffeearabica
1189,36.5249165,7.8737313,Goma,Ethiopia,Coffeearabica
1190,36.5261073,7.8718764,Goma,Ethiopia,Coffeearabica
1191,36.5315562,7.8687264,Goma,Ethiopia,Coffeearabica
1192,36.5325569,7.8674222,Goma,Ethiopia,Coffeearabica
1193,36.5361564,7.8708766,Goma,Ethiopia,Coffeearabica
1194,36.5380308,7.8706693,Goma,Ethiopia,Coffeearabica
1195,36.5403447,7.8725279,Goma,Ethiopia,Coffeearabica
1196,36.5481644,7.8755006,Goma,Ethiopia,Coffeearabica
1197,36.551752,7.8770535,Goma,Ethiopia,Coffeearabica
1198,36.5543435,7.8783921,Goma,Ethiopia,Coffeearabica
1199,36.5590623,7.878834,Goma,Ethiopia,Coffeearabica
1200,36.5572513,7.8809169,Goma,Ethiopia,Coffeearabica
1201,36.5552821,7.9024335,Goma,Ethiopia,Coffeearabica
1202,36.5587869,7.8904563,Goma,Ethiopia,Coffeearabica
1203,36.5297535,7.869309,Goma,Ethiopia,Coffeearabica
1204,36.5282957,7.8673093,Goma,Ethiopia,Coffeearabica
1205,36.5257289,7.8654048,Goma,Ethiopia,Coffeearabica
1206,36.5200367,7.861429,Goma,Ethiopia,Coffeearabica
1207,36.5232173,7.8638597,Goma,Ethiopia,Coffeearabica
1208,36.5400836,7.8724267,Goma,Ethiopia,Coffeearabica
1209,36.5441841,7.8747871,Goma,Ethiopia,Coffeearabica
1210,36.5479597,7.8740284,Goma,Ethiopia,Coffeearabica
1211,36.5521988,7.8768063,Goma,Ethiopia,Coffeearabica
1212,36.5540393,7.8775463,Goma,Ethiopia,Coffeearabica
1213,36.5544467,7.8765,Goma,Ethiopia,Coffeearabica
1214,36.5535662,7.8760084,Goma,Ethiopia,Coffeearabica
1215,36.5523243,7.8751397,Goma,Ethiopia,Coffeearabica
1216,36.5537822,7.8773134,Goma,Ethiopia,Coffeearabica
1217,36.5596624,7.8794687,Goma,Ethiopia,Coffeearabica
1218,36.5569067,7.8809141,Goma,Ethiopia,Coffeearabica
1219,36.5566757,7.8957882,Goma,Ethiopia,Coffeearabica
1220,36.5590849,7.8905317,Goma,Ethiopia,Coffeearabica
1221,36.5583817,7.8850365,Goma,Ethiopia,Coffeearabica
1222,36.5679249,7.854126,Goma,Ethiopia,Coffeearabica
1223,36.567568,7.8507601,Goma,Ethiopia,Coffeearabica
1224,36.5678178,7.8490426,Goma,Ethiopia,Coffeearabica
1225,36.5681525,7.847533,Goma,Ethiopia,Coffeearabica
1226,36.5679624,7.8465364,Goma,Ethiopia,Coffeearabica
1227,36.5646865,7.8451096,Goma,Ethiopia,Coffeearabica
1228,36.5624568,7.8432564,Goma,Ethiopia,Coffeearabica
1229,36.5593767,7.8408367,Goma,Ethiopia,Coffeearabica
1230,36.5559359,7.8384374,Goma,Ethiopia,Coffeearabica
1231,36.5521762,7.8382617,Goma,Ethiopia,Coffeearabica
1232,36.5314038,7.8233345,Goma,Ethiopia,Coffeearabica
1233,36.5359191,7.8226066,Goma,Ethiopia,Coffeearabica
1234,36.5394526,7.8238873,Goma,Ethiopia,Coffeearabica
1235,36.5419454,7.8289294,Goma,Ethiopia,Coffeearabica
1236,36.5422916,7.8345466,Goma,Ethiopia,Coffeearabica
1237,36.5436338,7.8386555,Goma,Ethiopia,Coffeearabica
1238,36.5345712,7.8381311,Goma,Ethiopia,Coffeearabica
1239,36.5381713,7.8380748,Goma,Ethiopia,Coffeearabica
1240,36.5408882,7.8385587,Goma,Ethiopia,Coffeearabica
1241,36.5431131,7.8397258,Goma,Ethiopia,Coffeearabica
1242,36.5445503,7.8419436,Goma,Ethiopia,Coffeearabica
1243,36.5263771,7.8186889,Goma,Ethiopia,Coffeearabica
1244,36.6738517,7.9688827,Goma,Ethiopia,Coffeearabica
1245,36.67324,7.9635253,Goma,Ethiopia,Coffeearabica
1246,36.6748058,7.9578377,Goma,Ethiopia,Coffeearabica
1247,36.6734758,7.9548381,Goma,Ethiopia,Coffeearabica
1248,36.6701529,7.9528281,Goma,Ethiopia,Coffeearabica
1249,36.6676831,7.9529253,Goma,Ethiopia,Coffeearabica
1250,36.667662,7.9547054,Goma,Ethiopia,Coffeearabica
1251,36.6671241,7.9572566,Goma,Ethiopia,Coffeearabica
1252,36.6675009,7.9586426,Goma,Ethiopia,Coffeearabica
1253,36.6668565,7.9610184,Goma,Ethiopia,Coffeearabica
1254,36.6661488,7.9621886,Goma,Ethiopia,Coffeearabica
1255,36.6651481,7.9610852,Goma,Ethiopia,Coffeearabica
1256,36.6643899,7.9613222,Goma,Ethiopia,Coffeearabica
1257,36.6657134,7.9594766,Goma,Ethiopia,Coffeearabica
1258,36.6661237,7.9584652,Goma,Ethiopia,Coffeearabica
1259,36.6659043,7.9563937,Goma,Ethiopia,Coffeearabica
1260,36.6659286,7.9555049,Goma,Ethiopia,Coffeearabica
1261,36.6648572,7.9542204,Goma,Ethiopia,Coffeearabica
1262,36.6655686,7.9530539,Goma,Ethiopia,Coffeearabica
1263,36.6671039,7.953925,Goma,Ethiopia,Coffeearabica
1264,36.6689084,7.9537432,Goma,Ethiopia,Coffeearabica
1265,36.6688316,7.9523241,Goma,Ethiopia,Coffeearabica
1266,36.6693387,7.9510581,Goma,Ethiopia,Coffeearabica
1267,36.6702306,7.9493546,Goma,Ethiopia,Coffeearabica
1268,36.6707931,7.947596,Goma,Ethiopia,Coffeearabica
