FID,X,Y,District,Country,Species
423,36.373623,7.7603701,Gera,Ethiopia,Coffeearabica
424,36.3699846,7.7627502,Gera,Ethiopia,Coffeearabica
425,36.3670063,7.7630441,Gera,Ethiopia,Coffeearabica
426,36.3609661,7.7602491,Gera,Ethiopia,Coffeearabica
427,36.3579466,7.7602415,Gera,Ethiopia,Coffeearabica
428,36.3587496,7.7626466,Gera,Ethiopia,Coffeearabica
429,36.3618034,7.7863983,Gera,Ethiopia,Coffeearabica
430,36.3643008,7.788482,Gera,Ethiopia,Coffeearabica
431,36.369437,7.7954873,Gera,Ethiopia,Coffeearabica
432,36.3782586,7.7962575,Gera,Ethiopia,Coffeearabica
433,36.3830644,7.7965459,Gera,Ethiopia,Coffeearabica
434,36.2361578,7.7236093,Gera,Ethiopia,Coffeearabica
435,36.2389303,7.7236675,Gera,Ethiopia,Coffeearabica
436,36.2408426,7.7238952,Gera,Ethiopia,Coffeearabica
437,36.2420274,7.7226908,Gera,Ethiopia,Coffeearabica
438,36.2444523,7.722593,Gera,Ethiopia,Coffeearabica
439,36.2462285,7.7222165,Gera,Ethiopia,Coffeearabica
440,36.2490358,7.7227282,Gera,Ethiopia,Coffeearabica
441,36.2505826,7.7232263,Gera,Ethiopia,Coffeearabica
442,36.2512215,7.7255091,Gera,Ethiopia,Coffeearabica
443,36.2564488,7.7142007,Gera,Ethiopia,Coffeearabica
444,36.2573676,7.7132202,Gera,Ethiopia,Coffeearabica
445,36.2597069,7.7134037,Gera,Ethiopia,Coffeearabica
446,36.2604515,7.7152418,Gera,Ethiopia,Coffeearabica
447,36.2616794,7.7174298,Gera,Ethiopia,Coffeearabica
448,36.259471,7.7158261,Gera,Ethiopia,Coffeearabica
449,36.2579141,7.714812,Gera,Ethiopia,Coffeearabica
450,36.2570047,7.7143241,Gera,Ethiopia,Coffeearabica
451,36.2583047,7.7173497,Gera,Ethiopia,Coffeearabica
452,36.2598244,7.7206473,Gera,Ethiopia,Coffeearabica
453,36.2575548,7.7244844,Gera,Ethiopia,Coffeearabica
454,36.2553489,7.725596,Gera,Ethiopia,Coffeearabica
455,36.2535708,7.7264944,Gera,Ethiopia,Coffeearabica
456,36.2490226,7.7263027,Gera,Ethiopia,Coffeearabica
457,36.2581208,7.729099,Gera,Ethiopia,Coffeearabica
458,36.2610626,7.7321097,Gera,Ethiopia,Coffeearabica
459,36.413432,7.707441,Gera,Ethiopia,Coffeearabica
460,36.4129148,7.6971987,Gera,Ethiopia,Coffeearabica
461,36.4103956,7.6920087,Gera,Ethiopia,Coffeearabica
462,36.4077644,7.6922991,Gera,Ethiopia,Coffeearabica
463,36.4080768,7.7023361,Gera,Ethiopia,Coffeearabica
464,36.4068169,7.7053147,Gera,Ethiopia,Coffeearabica
465,36.4046878,7.7129468,Gera,Ethiopia,Coffeearabica
466,36.4010977,7.7200597,Gera,Ethiopia,Coffeearabica
467,36.4035719,7.7207048,Gera,Ethiopia,Coffeearabica
468,36.406716,7.7196837,Gera,Ethiopia,Coffeearabica
469,36.4057892,7.723343,Gera,Ethiopia,Coffeearabica
470,36.4086008,7.718612,Gera,Ethiopia,Coffeearabica
471,36.4102938,7.7177872,Gera,Ethiopia,Coffeearabica
472,36.4086698,7.720941,Gera,Ethiopia,Coffeearabica
473,36.4075049,7.7251649,Gera,Ethiopia,Coffeearabica
474,36.4104545,7.7174601,Gera,Ethiopia,Coffeearabica
475,36.4126325,7.7144077,Gera,Ethiopia,Coffeearabica
476,36.4132435,7.7096679,Gera,Ethiopia,Coffeearabica
477,36.4146255,7.7086563,Gera,Ethiopia,Coffeearabica
478,36.4140538,7.7114702,Gera,Ethiopia,Coffeearabica
479,36.4142837,7.7076295,Gera,Ethiopia,Coffeearabica
480,36.4125048,7.7081378,Gera,Ethiopia,Coffeearabica
481,36.4149518,7.7053462,Gera,Ethiopia,Coffeearabica
482,36.4139326,7.7026292,Gera,Ethiopia,Coffeearabica
483,36.4163966,7.7019817,Gera,Ethiopia,Coffeearabica
484,36.3955371,7.7097221,Gera,Ethiopia,Coffeearabica
485,36.3898372,7.7179064,Gera,Ethiopia,Coffeearabica
486,36.3626036,7.7295363,Gera,Ethiopia,Coffeearabica
487,36.3554673,7.7334905,Gera,Ethiopia,Coffeearabica
488,36.364676,7.8133555,Gera,Ethiopia,Coffeearabica
489,36.3631975,7.8114285,Gera,Ethiopia,Coffeearabica
490,36.3620036,7.8082743,Gera,Ethiopia,Coffeearabica
491,36.3610327,7.80552,Gera,Ethiopia,Coffeearabica
492,36.3602842,7.8034513,Gera,Ethiopia,Coffeearabica
493,36.361412,7.8024268,Gera,Ethiopia,Coffeearabica
494,36.3624835,7.8021958,Gera,Ethiopia,Coffeearabica
495,36.3627983,7.8000185,Gera,Ethiopia,Coffeearabica
496,36.3619794,7.7987796,Gera,Ethiopia,Coffeearabica
497,36.3637996,7.8005304,Gera,Ethiopia,Coffeearabica
498,36.3662343,7.7992846,Gera,Ethiopia,Coffeearabica
499,36.3652336,7.7967622,Gera,Ethiopia,Coffeearabica
500,36.3628522,7.7941162,Gera,Ethiopia,Coffeearabica
501,36.3619696,7.7916397,Gera,Ethiopia,Coffeearabica
502,36.3484676,7.7785246,Gera,Ethiopia,Coffeearabica
503,36.3466656,7.7804705,Gera,Ethiopia,Coffeearabica
504,36.3509861,7.7838618,Gera,Ethiopia,Coffeearabica
505,36.3594387,7.7888465,Gera,Ethiopia,Coffeearabica
506,36.3793793,7.7938535,Gera,Ethiopia,Coffeearabica
507,36.3795707,7.7954508,Gera,Ethiopia,Coffeearabica
508,36.3610043,7.7862369,Gera,Ethiopia,Coffeearabica
509,36.4655832,7.7305386,Gera,Ethiopia,Coffeearabica
510,36.462258,7.7295342,Gera,Ethiopia,Coffeearabica
511,36.4619712,7.7247531,Gera,Ethiopia,Coffeearabica
512,36.4638929,7.7240797,Gera,Ethiopia,Coffeearabica
513,36.4599153,7.7247247,Gera,Ethiopia,Coffeearabica
514,36.4588096,7.727106,Gera,Ethiopia,Coffeearabica
515,36.4567547,7.7270333,Gera,Ethiopia,Coffeearabica
516,36.4579334,7.7246991,Gera,Ethiopia,Coffeearabica
517,36.4516072,7.7244723,Gera,Ethiopia,Coffeearabica
518,36.4527754,7.721849,Gera,Ethiopia,Coffeearabica
519,36.4537149,7.7202296,Gera,Ethiopia,Coffeearabica
520,36.448978,7.7227297,Gera,Ethiopia,Coffeearabica
521,36.4490428,7.7206656,Gera,Ethiopia,Coffeearabica
522,36.4477371,7.7183627,Gera,Ethiopia,Coffeearabica
523,36.4437977,7.7168479,Gera,Ethiopia,Coffeearabica
524,36.4409747,7.7176522,Gera,Ethiopia,Coffeearabica
525,36.4417708,7.7117701,Gera,Ethiopia,Coffeearabica
526,36.4400183,7.7153767,Gera,Ethiopia,Coffeearabica
527,36.4368813,7.7050423,Gera,Ethiopia,Coffeearabica
528,36.4371267,7.7102333,Gera,Ethiopia,Coffeearabica
529,36.4372373,7.7165011,Gera,Ethiopia,Coffeearabica
530,36.4340058,7.7165412,Gera,Ethiopia,Coffeearabica
531,36.4217126,7.7150954,Gera,Ethiopia,Coffeearabica
532,36.4164449,7.7085726,Gera,Ethiopia,Coffeearabica
533,36.2102703,7.7245388,Gera,Ethiopia,Coffeearabica
534,36.2113002,7.7272318,Gera,Ethiopia,Coffeearabica
535,36.2079891,7.7333021,Gera,Ethiopia,Coffeearabica
536,36.2079484,7.7358592,Gera,Ethiopia,Coffeearabica
537,36.2108839,7.7378295,Gera,Ethiopia,Coffeearabica
538,36.2122427,7.7349443,Gera,Ethiopia,Coffeearabica
539,36.2149968,7.7366553,Gera,Ethiopia,Coffeearabica
540,36.2170271,7.73748,Gera,Ethiopia,Coffeearabica
541,36.2155753,7.7345678,Gera,Ethiopia,Coffeearabica
542,36.2185176,7.7345906,Gera,Ethiopia,Coffeearabica
543,36.2217142,7.735423,Gera,Ethiopia,Coffeearabica
544,36.2248337,7.7358008,Gera,Ethiopia,Coffeearabica
545,36.2288516,7.7373085,Gera,Ethiopia,Coffeearabica
546,36.2312731,7.7375792,Gera,Ethiopia,Coffeearabica
547,36.2397642,7.7338888,Gera,Ethiopia,Coffeearabica
548,36.2376419,7.7317256,Gera,Ethiopia,Coffeearabica
549,36.2361993,7.7279487,Gera,Ethiopia,Coffeearabica
550,36.236592,7.725142,Gera,Ethiopia,Coffeearabica
551,36.237809,7.7232185,Gera,Ethiopia,Coffeearabica
552,36.2389298,7.7198888,Gera,Ethiopia,Coffeearabica
553,36.2398009,7.7155951,Gera,Ethiopia,Coffeearabica
554,36.2365837,7.7160719,Gera,Ethiopia,Coffeearabica
555,36.2329517,7.7176713,Gera,Ethiopia,Coffeearabica
556,36.230756,7.7165936,Gera,Ethiopia,Coffeearabica
557,36.2264546,7.7173186,Gera,Ethiopia,Coffeearabica
558,36.2231029,7.7167716,Gera,Ethiopia,Coffeearabica
559,36.2202512,7.7166806,Gera,Ethiopia,Coffeearabica
560,36.2162485,7.7189376,Gera,Ethiopia,Coffeearabica
561,36.2120273,7.7206919,Gera,Ethiopia,Coffeearabica
562,36.2154723,7.7267783,Gera,Ethiopia,Coffeearabica
563,36.1943626,7.6963572,Gera,Ethiopia,Coffeearabica
564,36.1873196,7.6947044,Gera,Ethiopia,Coffeearabica
565,36.1872237,7.6968172,Gera,Ethiopia,Coffeearabica
566,36.191093,7.7010829,Gera,Ethiopia,Coffeearabica
567,36.1919273,7.7024074,Gera,Ethiopia,Coffeearabica
568,36.1903087,7.7021673,Gera,Ethiopia,Coffeearabica
569,36.1938241,7.7014208,Gera,Ethiopia,Coffeearabica
570,36.1921342,7.697431,Gera,Ethiopia,Coffeearabica
571,36.1931893,7.6973866,Gera,Ethiopia,Coffeearabica
572,36.1946389,7.6974976,Gera,Ethiopia,Coffeearabica
573,36.1959703,7.6991172,Gera,Ethiopia,Coffeearabica
574,36.1976028,7.7003948,Gera,Ethiopia,Coffeearabica
575,36.1983289,7.7016161,Gera,Ethiopia,Coffeearabica
576,36.1976679,7.6987978,Gera,Ethiopia,Coffeearabica
577,36.1958926,7.6968108,Gera,Ethiopia,Coffeearabica
578,36.1935416,7.6956645,Gera,Ethiopia,Coffeearabica
579,36.1926981,7.6941027,Gera,Ethiopia,Coffeearabica
580,36.1864213,7.6907868,Gera,Ethiopia,Coffeearabica
581,36.1879295,7.6922908,Gera,Ethiopia,Coffeearabica
582,36.4195611,7.790906,Gera,Ethiopia,Coffeearabica
583,36.416919,7.7945608,Gera,Ethiopia,Coffeearabica
584,36.4152962,7.7947385,Gera,Ethiopia,Coffeearabica
585,36.4140023,7.7947057,Gera,Ethiopia,Coffeearabica
586,36.4119579,7.7953929,Gera,Ethiopia,Coffeearabica
587,36.4146308,7.79608,Gera,Ethiopia,Coffeearabica
588,36.4135393,7.7989667,Gera,Ethiopia,Coffeearabica
589,36.411515,7.796252,Gera,Ethiopia,Coffeearabica
590,36.4104654,7.7974396,Gera,Ethiopia,Coffeearabica
591,36.4122557,7.798068,Gera,Ethiopia,Coffeearabica
592,36.4112823,7.7999286,Gera,Ethiopia,Coffeearabica
593,36.4091791,7.800787,Gera,Ethiopia,Coffeearabica
594,36.4063753,7.8027266,Gera,Ethiopia,Coffeearabica
595,36.4074388,7.8045049,Gera,Ethiopia,Coffeearabica
596,36.4104597,7.8048099,Gera,Ethiopia,Coffeearabica
597,36.4085837,7.8074746,Gera,Ethiopia,Coffeearabica
598,36.4106527,7.8080207,Gera,Ethiopia,Coffeearabica
599,36.413262,7.8090876,Gera,Ethiopia,Coffeearabica
600,36.4153848,7.8094611,Gera,Ethiopia,Coffeearabica
601,36.4158458,7.8077478,Gera,Ethiopia,Coffeearabica
602,36.4165549,7.8056676,Gera,Ethiopia,Coffeearabica
603,36.4172546,7.8069595,Gera,Ethiopia,Coffeearabica
604,36.4174596,7.8039851,Gera,Ethiopia,Coffeearabica
605,36.4183076,7.803317,Gera,Ethiopia,Coffeearabica
606,36.4191162,7.8006004,Gera,Ethiopia,Coffeearabica
607,36.4199883,7.7978852,Gera,Ethiopia,Coffeearabica
608,36.4201913,7.7949828,Gera,Ethiopia,Coffeearabica
609,36.4217669,7.790718,Gera,Ethiopia,Coffeearabica
610,36.4236566,7.7892239,Gera,Ethiopia,Coffeearabica
611,36.1888254,7.6934814,Gera,Ethiopia,Coffeearabica
612,36.1898861,7.6922267,Gera,Ethiopia,Coffeearabica
613,36.1913362,7.6905039,Gera,Ethiopia,Coffeearabica
614,36.1933039,7.6912546,Gera,Ethiopia,Coffeearabica
615,36.1955606,7.6898809,Gera,Ethiopia,Coffeearabica
616,36.1973638,7.688823,Gera,Ethiopia,Coffeearabica
617,36.1975805,7.6871104,Gera,Ethiopia,Coffeearabica
618,36.1979278,7.6852479,Gera,Ethiopia,Coffeearabica
619,36.2002945,7.6852214,Gera,Ethiopia,Coffeearabica
620,36.2026007,7.6872667,Gera,Ethiopia,Coffeearabica
621,36.2035401,7.6889355,Gera,Ethiopia,Coffeearabica
622,36.2033742,7.6906373,Gera,Ethiopia,Coffeearabica
623,36.2055095,7.6919968,Gera,Ethiopia,Coffeearabica
624,36.2064887,7.6941079,Gera,Ethiopia,Coffeearabica
625,36.2075348,7.6967562,Gera,Ethiopia,Coffeearabica
626,36.2045083,7.6979849,Gera,Ethiopia,Coffeearabica
627,36.201731,7.6987829,Gera,Ethiopia,Coffeearabica
628,36.1991783,7.6978235,Gera,Ethiopia,Coffeearabica
629,36.1986719,7.696483,Gera,Ethiopia,Coffeearabica
630,36.1962911,7.6958631,Gera,Ethiopia,Coffeearabica
631,36.1948299,7.6963634,Gera,Ethiopia,Coffeearabica
632,36.1925547,7.6946881,Gera,Ethiopia,Coffeearabica
633,36.1901974,7.6941468,Gera,Ethiopia,Coffeearabica
634,36.2106856,7.7211921,Gera,Ethiopia,Coffeearabica
635,36.212047,7.7204348,Gera,Ethiopia,Coffeearabica
636,36.2148572,7.7190677,Gera,Ethiopia,Coffeearabica
637,36.2182069,7.7175955,Gera,Ethiopia,Coffeearabica
638,36.2208311,7.7155327,Gera,Ethiopia,Coffeearabica
639,36.2211881,7.712781,Gera,Ethiopia,Coffeearabica
640,36.2225942,7.7099393,Gera,Ethiopia,Coffeearabica
641,36.2273939,7.7094946,Gera,Ethiopia,Coffeearabica
642,36.2309737,7.710258,Gera,Ethiopia,Coffeearabica
643,36.2292575,7.7088774,Gera,Ethiopia,Coffeearabica
644,36.2283972,7.7059719,Gera,Ethiopia,Coffeearabica
645,36.2271236,7.7041731,Gera,Ethiopia,Coffeearabica
646,36.2267405,7.7013703,Gera,Ethiopia,Coffeearabica
647,36.2288798,7.6988488,Gera,Ethiopia,Coffeearabica
648,36.2275099,7.6976227,Gera,Ethiopia,Coffeearabica
649,36.22478,7.69887,Gera,Ethiopia,Coffeearabica
650,36.2222807,7.6981265,Gera,Ethiopia,Coffeearabica
651,36.2193497,7.6981549,Gera,Ethiopia,Coffeearabica
652,36.2173257,7.6997153,Gera,Ethiopia,Coffeearabica
653,36.2153304,7.7024738,Gera,Ethiopia,Coffeearabica
654,36.2124691,7.7050822,Gera,Ethiopia,Coffeearabica
655,36.2087365,7.7060086,Gera,Ethiopia,Coffeearabica
656,36.2054524,7.7073944,Gera,Ethiopia,Coffeearabica
657,36.2020138,7.7088302,Gera,Ethiopia,Coffeearabica
658,36.1990234,7.7119029,Gera,Ethiopia,Coffeearabica
659,36.2024282,7.7163456,Gera,Ethiopia,Coffeearabica
660,36.2080097,7.7196033,Gera,Ethiopia,Coffeearabica
661,36.3817683,7.7950186,Gera,Ethiopia,Coffeearabica
662,36.3875207,7.7943036,Gera,Ethiopia,Coffeearabica
663,36.3902228,7.7925178,Gera,Ethiopia,Coffeearabica
664,36.3907761,7.794667,Gera,Ethiopia,Coffeearabica
665,36.3926864,7.7973028,Gera,Ethiopia,Coffeearabica
666,36.3926238,7.7930752,Gera,Ethiopia,Coffeearabica
667,36.3858708,7.7821352,Gera,Ethiopia,Coffeearabica
668,36.3988329,7.773178,Gera,Ethiopia,Coffeearabica
669,36.396433,7.7743033,Gera,Ethiopia,Coffeearabica
670,36.3991012,7.7744341,Gera,Ethiopia,Coffeearabica
671,36.3974495,7.7755279,Gera,Ethiopia,Coffeearabica
672,36.3933726,7.7793737,Gera,Ethiopia,Coffeearabica
673,36.3888382,7.7816592,Gera,Ethiopia,Coffeearabica
674,36.3912419,7.7869025,Gera,Ethiopia,Coffeearabica
675,36.3946811,7.7908182,Gera,Ethiopia,Coffeearabica
676,36.4046175,7.7874597,Gera,Ethiopia,Coffeearabica
677,36.4128217,7.7846047,Gera,Ethiopia,Coffeearabica
678,36.442724,7.793339,Gera,Ethiopia,Coffeearabica
679,36.4348991,7.791501,Gera,Ethiopia,Coffeearabica
680,36.4296421,7.7888111,Gera,Ethiopia,Coffeearabica
681,36.4290215,7.7809088,Gera,Ethiopia,Coffeearabica
682,36.4262567,7.7863939,Gera,Ethiopia,Coffeearabica
683,36.4190892,7.787675,Gera,Ethiopia,Coffeearabica
684,36.417507,7.7897549,Gera,Ethiopia,Coffeearabica
685,36.3235555,7.775464,Gera,Ethiopia,Coffeearabica
686,36.3231302,7.7751535,Gera,Ethiopia,Coffeearabica
687,36.322288,7.7752279,Gera,Ethiopia,Coffeearabica
688,36.3213798,7.7752923,Gera,Ethiopia,Coffeearabica
689,36.3210509,7.7753425,Gera,Ethiopia,Coffeearabica
690,36.3207955,7.7754826,Gera,Ethiopia,Coffeearabica
691,36.3206066,7.7755611,Gera,Ethiopia,Coffeearabica
692,36.3202645,7.7757009,Gera,Ethiopia,Coffeearabica
693,36.3197457,7.7759288,Gera,Ethiopia,Coffeearabica
694,36.3196053,7.7758912,Gera,Ethiopia,Coffeearabica
695,36.3195555,7.7760204,Gera,Ethiopia,Coffeearabica
696,36.3193852,7.7762657,Gera,Ethiopia,Coffeearabica
697,36.319346,7.7765354,Gera,Ethiopia,Coffeearabica
698,36.3190725,7.7767163,Gera,Ethiopia,Coffeearabica
699,36.3191501,7.7768924,Gera,Ethiopia,Coffeearabica
700,36.3190215,7.7773674,Gera,Ethiopia,Coffeearabica
701,36.3189629,7.7774672,Gera,Ethiopia,Coffeearabica
702,36.3191748,7.7777866,Gera,Ethiopia,Coffeearabica
703,36.3193431,7.7781245,Gera,Ethiopia,Coffeearabica
704,36.3196025,7.7783731,Gera,Ethiopia,Coffeearabica
705,36.3196074,7.7786149,Gera,Ethiopia,Coffeearabica
706,36.3198901,7.7789618,Gera,Ethiopia,Coffeearabica
707,36.3198119,7.7793061,Gera,Ethiopia,Coffeearabica
708,36.3196888,7.779633,Gera,Ethiopia,Coffeearabica
709,36.3195972,7.7798681,Gera,Ethiopia,Coffeearabica
710,36.3195068,7.780112,Gera,Ethiopia,Coffeearabica
711,36.3193335,7.7804627,Gera,Ethiopia,Coffeearabica
712,36.3186858,7.7808618,Gera,Ethiopia,Coffeearabica
713,36.3182757,7.7812496,Gera,Ethiopia,Coffeearabica
714,36.3182324,7.7813207,Gera,Ethiopia,Coffeearabica
715,36.3181275,7.7819726,Gera,Ethiopia,Coffeearabica
716,36.3182931,7.7823984,Gera,Ethiopia,Coffeearabica
717,36.3184221,7.7830695,Gera,Ethiopia,Coffeearabica
718,36.3187221,7.7837391,Gera,Ethiopia,Coffeearabica
719,36.3192723,7.7842721,Gera,Ethiopia,Coffeearabica
720,36.3193365,7.7846291,Gera,Ethiopia,Coffeearabica
721,36.3196571,7.7851629,Gera,Ethiopia,Coffeearabica
722,36.3197116,7.7865479,Gera,Ethiopia,Coffeearabica
723,36.3196867,7.7868502,Gera,Ethiopia,Coffeearabica
724,36.3198021,7.7874755,Gera,Ethiopia,Coffeearabica
725,36.3200928,7.787796,Gera,Ethiopia,Coffeearabica
726,36.3200181,7.7882213,Gera,Ethiopia,Coffeearabica
727,36.3200988,7.7886288,Gera,Ethiopia,Coffeearabica
728,36.3198292,7.7888412,Gera,Ethiopia,Coffeearabica
729,36.3191824,7.7893681,Gera,Ethiopia,Coffeearabica
730,36.3189386,7.790013,Gera,Ethiopia,Coffeearabica
731,36.3189514,7.7904402,Gera,Ethiopia,Coffeearabica
732,36.3187546,7.7908125,Gera,Ethiopia,Coffeearabica
733,36.3190085,7.791424,Gera,Ethiopia,Coffeearabica
734,36.3192411,7.7917872,Gera,Ethiopia,Coffeearabica
735,36.3193348,7.792168,Gera,Ethiopia,Coffeearabica
736,36.3198236,7.7922694,Gera,Ethiopia,Coffeearabica
737,36.320332,7.792458,Gera,Ethiopia,Coffeearabica
738,36.3205467,7.792544,Gera,Ethiopia,Coffeearabica
739,36.32083,7.7923968,Gera,Ethiopia,Coffeearabica
740,36.3236898,7.7757093,Gera,Ethiopia,Coffeearabica
741,36.3241139,7.7762521,Gera,Ethiopia,Coffeearabica
742,36.3236301,7.7765336,Gera,Ethiopia,Coffeearabica
743,36.3235255,7.7770076,Gera,Ethiopia,Coffeearabica
744,36.3235384,7.7777677,Gera,Ethiopia,Coffeearabica
745,36.3241236,7.7791194,Gera,Ethiopia,Coffeearabica
746,36.3254187,7.7829327,Gera,Ethiopia,Coffeearabica
747,36.3256445,7.7839297,Gera,Ethiopia,Coffeearabica
748,36.3259695,7.7838392,Gera,Ethiopia,Coffeearabica
749,36.3270081,7.7839903,Gera,Ethiopia,Coffeearabica
750,36.3282945,7.7842265,Gera,Ethiopia,Coffeearabica
751,36.3294803,7.7842822,Gera,Ethiopia,Coffeearabica
752,36.3304882,7.7842094,Gera,Ethiopia,Coffeearabica
753,36.3310142,7.7842742,Gera,Ethiopia,Coffeearabica
754,36.3312339,7.7842341,Gera,Ethiopia,Coffeearabica
755,36.3318986,7.783796,Gera,Ethiopia,Coffeearabica
756,36.3321889,7.7838099,Gera,Ethiopia,Coffeearabica
757,36.3328055,7.7837022,Gera,Ethiopia,Coffeearabica
758,36.3332615,7.7834646,Gera,Ethiopia,Coffeearabica
759,36.3335663,7.7833679,Gera,Ethiopia,Coffeearabica
760,36.3343903,7.7838551,Gera,Ethiopia,Coffeearabica
761,36.3351815,7.784138,Gera,Ethiopia,Coffeearabica
762,36.3359527,7.7843934,Gera,Ethiopia,Coffeearabica
763,36.3364649,7.7845056,Gera,Ethiopia,Coffeearabica
764,36.3364739,7.7846432,Gera,Ethiopia,Coffeearabica
765,36.3368268,7.7866207,Gera,Ethiopia,Coffeearabica
766,36.3363032,7.7871266,Gera,Ethiopia,Coffeearabica
767,36.3356472,7.7877212,Gera,Ethiopia,Coffeearabica
768,36.3346432,7.7883346,Gera,Ethiopia,Coffeearabica
769,36.335009,7.7889895,Gera,Ethiopia,Coffeearabica
770,36.335176,7.7895413,Gera,Ethiopia,Coffeearabica
771,36.3352986,7.790406,Gera,Ethiopia,Coffeearabica
772,36.3343807,7.7912274,Gera,Ethiopia,Coffeearabica
773,36.3341116,7.7915331,Gera,Ethiopia,Coffeearabica
774,36.3338968,7.7917681,Gera,Ethiopia,Coffeearabica
775,36.332883,7.7921194,Gera,Ethiopia,Coffeearabica
776,36.3313753,7.7920659,Gera,Ethiopia,Coffeearabica
777,36.33098,7.7921323,Gera,Ethiopia,Coffeearabica
778,36.3303511,7.7921208,Gera,Ethiopia,Coffeearabica
779,36.329356,7.7918439,Gera,Ethiopia,Coffeearabica
780,36.3282968,7.7909438,Gera,Ethiopia,Coffeearabica
781,36.3274357,7.7905027,Gera,Ethiopia,Coffeearabica
782,36.3274361,7.7905059,Gera,Ethiopia,Coffeearabica
783,36.3249225,7.790526,Gera,Ethiopia,Coffeearabica
784,36.3236332,7.7909073,Gera,Ethiopia,Coffeearabica
785,36.3225364,7.7910929,Gera,Ethiopia,Coffeearabica
786,36.23,7.63,Gera,Ethiopia,Coffeearabica
787,36.28,7.77,Gera,Ethiopia,Coffeearabica
788,36.42,7.78,Gera,Ethiopia,Coffeearabica
789,36.44,7.8,Gera,Ethiopia,Coffeearabica
790,36.4,7.79,Gera,Ethiopia,Coffeearabica
791,36.24,7.68,Gera,Ethiopia,Coffeearabica
792,36.29,7.75,Gera,Ethiopia,Coffeearabica
793,36.33,7.78,Gera,Ethiopia,Coffeearabica
794,36.43,7.77,Gera,Ethiopia,Coffeearabica
795,36.43,7.76,Gera,Ethiopia,Coffeearabica
796,36.32,7.78,Gera,Ethiopia,Coffeearabica
797,36.41,7.79,Gera,Ethiopia,Coffeearabica
798,36.38,7.8,Gera,Ethiopia,Coffeearabica
799,36.34,7.75,Gera,Ethiopia,Coffeearabica
800,36.35,7.79,Gera,Ethiopia,Coffeearabica
801,36.35,7.73,Gera,Ethiopia,Coffeearabica
802,36.37,7.77,Gera,Ethiopia,Coffeearabica
803,36.25,7.71,Gera,Ethiopia,Coffeearabica
804,36.37,7.75,Gera,Ethiopia,Coffeearabica
805,36.24,7.7,Gera,Ethiopia,Coffeearabica
806,36.24,7.66,Gera,Ethiopia,Coffeearabica
807,36.33,7.75,Gera,Ethiopia,Coffeearabica
808,36.23,7.64,Gera,Ethiopia,Coffeearabica
809,36.29,7.76,Gera,Ethiopia,Coffeearabica
810,36.29,7.77,Gera,Ethiopia,Coffeearabica
811,36.28,7.77,Gera,Ethiopia,Coffeearabica
812,36.27,7.74,Gera,Ethiopia,Coffeearabica
813,36.41,7.8,Gera,Ethiopia,Coffeearabica
814,36.22,7.63,Gera,Ethiopia,Coffeearabica
815,36.28,7.76,Gera,Ethiopia,Coffeearabica
816,36.59638889,7.848333333,Gera,Ethiopia,Coffeearabica
817,36.65388889,7.852777778,Gera,Ethiopia,Coffeearabica
818,36.67805556,7.826666667,Gera,Ethiopia,Coffeearabica
819,36.71138889,7.76,Gera,Ethiopia,Coffeearabica
820,36.67805556,7.826666667,Gera,Ethiopia,Coffeearabica
821,36.77805556,7.993333333,Gera,Ethiopia,Coffeearabica
822,36.67805556,7.826666667,Gera,Ethiopia,Coffeearabica
823,36.77805556,7.66,Gera,Ethiopia,Coffeearabica
824,36.67805556,7.826666667,Gera,Ethiopia,Coffeearabica
825,36.77805556,8.326666667,Gera,Ethiopia,Coffeearabica
826,36.67805556,7.826666667,Gera,Ethiopia,Coffeearabica
827,37.01138889,8.326666667,Gera,Ethiopia,Coffeearabica
828,36.84472222,7.993333333,Gera,Ethiopia,Coffeearabica
829,36.05611111,7.310833333,Gera,Ethiopia,Coffeearabica
830,36.08916667,7.275833333,Gera,Ethiopia,Coffeearabica
831,36.28948889,7.724775,Gera,Ethiopia,Coffeearabica
832,36.31738056,7.72795,Gera,Ethiopia,Coffeearabica
833,36.29961389,7.711144444,Gera,Ethiopia,Coffeearabica
834,36.33311667,7.701236111,Gera,Ethiopia,Coffeearabica
835,36.34740556,7.794902778,Gera,Ethiopia,Coffeearabica
836,36.35716111,7.796833333,Gera,Ethiopia,Coffeearabica
837,36.30253889,7.775011111,Gera,Ethiopia,Coffeearabica
838,36.28458056,7.770291667,Gera,Ethiopia,Coffeearabica
839,36.27763611,7.735483333,Gera,Ethiopia,Coffeearabica
840,36.19251667,7.666125,Gera,Ethiopia,Coffeearabica
841,36.23946667,7.525447222,Gera,Ethiopia,Coffeearabica
842,36.20893611,7.538097222,Gera,Ethiopia,Coffeearabica
843,36.20984444,7.519027778,Gera,Ethiopia,Coffeearabica
844,36.23349722,7.521130556,Gera,Ethiopia,Coffeearabica
845,36.17831667,7.553683333,Gera,Ethiopia,Coffeearabica
846,36.13731667,7.575116667,Gera,Ethiopia,Coffeearabica
847,36.12280556,7.589002778,Gera,Ethiopia,Coffeearabica
848,36.08665,7.580427778,Gera,Ethiopia,Coffeearabica
849,36.09582778,7.572711111,Gera,Ethiopia,Coffeearabica
850,36.07682222,7.559666667,Gera,Ethiopia,Coffeearabica
851,36.06308889,7.564297222,Gera,Ethiopia,Coffeearabica
